seller_id,first_sale,last_sale,total_orders,total_revenue,avg_review_score,days_since_last_sale,seller_lifespan_days,is_churned
33fd411ed63a7c2f9005e3f065d9f85d,2018-04-11 11:52:13,2018-04-11 11:52:13,1,24.9,4.0,140,0,True
34056b8b55c1775a22af2331670a799c,2017-11-16 13:18:14,2018-08-23 17:19:01,77,6398.7,4.038961038961039,5,280,False
340636a908b13bbe0f4fb63fbe1d0c03,2018-04-06 17:48:33,2018-05-06 11:40:23,3,490.5,5.0,115,29,True
343e716476e3748b069f980efbaa294e,2017-04-19 22:03:31,2018-08-10 08:00:25,17,922.5999999999999,4.041666666666667,19,477,False
3442033154be05bac582e173ef54fd12,2018-08-16 21:55:21,2018-08-16 21:55:21,1,161.0,5.0,12,0,False
344223b2a90784f64136a8a5da012e7f,2018-01-17 22:10:43,2018-01-17 22:10:43,1,10.9,2.0,223,0,True
3442f8959a84dea7ee197c632cb2df15,2017-05-05 16:12:29,2017-08-30 11:47:52,3,218.7,3.0,364,116,True
34675b28b826facfde119785bf287dc1,2017-08-01 22:00:44,2017-08-01 22:00:44,1,21.99,4.0,392,0,True
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2016-10-04 09:06:10,2017-08-22 11:02:26,25,1773.03,3.88,372,322,True
3492e68f37fd1df87f4f2f2ea247f445,2018-05-09 22:09:32,2018-08-08 19:53:48,8,787.86,3.5555555555555554,20,90,False
34a557286ead8fe75c989e0afcf7d98c,2018-05-14 17:20:48,2018-08-18 00:12:08,4,414.9,4.75,11,95,False
34d1ca11b242c0fee2c834ae8d788566,2017-03-01 16:21:50,2018-08-07 08:43:58,40,13422.24,4.219512195121951,22,523,False
34f563c82a85b99ae9e6d60db5fc2e28,2018-04-13 15:09:55,2018-08-06 20:19:36,8,2332.3,4.625,22,115,False
3504c0cb71d7fa48d967e0e4c94d59d9,2017-07-05 09:53:02,2017-11-06 13:48:10,53,2349.94,4.415094339622642,296,124,True
35281d148dcf7134bae913c57db4e6da,2018-07-19 19:38:45,2018-07-19 19:38:45,1,119.99,5.0,40,0,False
353e21e8bf8de2722b4fae1636664b76,2018-02-27 07:38:47,2018-06-16 20:14:00,4,208.0,2.5,73,109,False
35857757f553273b1056c1cabdace7fb,2017-07-24 15:19:05,2018-03-28 00:23:11,6,454.6,4.0,154,246,True
3586b8580d9c917874e053a1bb37b5ff,2017-05-05 11:25:20,2018-08-12 23:05:02,36,1524.7,4.441860465116279,16,464,False
35b96509602ec4b7da831b5cd73ff2c2,2018-05-08 09:35:12,2018-08-03 19:12:10,2,558.9,4.5,25,87,False
35ef5aa32949680f627efec3c23e705c,2017-03-28 09:06:23,2017-07-11 20:54:38,4,361.6,3.2,413,105,True
35fb511489d9ee3ee27a76debce9df06,2017-02-22 18:45:58,2018-04-09 08:57:49,7,414.5,3.5714285714285716,142,410,True
3606774ec64634822d78dc2db6d37045,2016-10-04 23:39:01,2016-10-04 23:39:01,1,179.9,5.0,693,0,True
365e445f796710c3431557e85caa25db,2017-02-01 16:03:51,2017-06-16 13:35:23,4,1115.0,4.4,439,134,True
365e4bce19bda0082c3d15d83fdb8bcd,2018-01-22 13:52:39,2018-06-29 23:18:47,6,796.4,4.714285714285714,60,158,False
36890be00bbfc1cdb9a4a38a6af05a69,2018-06-04 19:51:43,2018-08-19 16:57:32,13,1361.3,4.230769230769231,9,75,False
36a968b544695394e4e9d7572688598f,2017-02-22 17:12:07,2018-08-27 16:24:47,148,6999.37,3.732484076433121,1,550,False
36f98ad67cc981f50ce8aed093d5783c,2018-07-25 11:04:58,2018-08-01 23:43:21,2,119.4,4.0,27,7,False
37303482a42fb700d8d127e70a9cd6c8,2017-12-11 14:52:54,2017-12-11 14:52:54,1,58.9,5.0,261,0,True
373ee4a3a775a733770ca3f790b8b9ac,2017-02-06 18:57:19,2018-05-08 14:23:15,13,2183.07,4.0,113,455,True
37515688008a7a40ac93e3b2e4ab203f,2017-07-10 22:08:53,2018-07-16 08:50:17,227,5954.1,4.071129707112971,44,370,False
376a891762bbdecbc02b4b6adec3fdda,2017-05-20 00:26:11,2018-05-02 22:17:41,57,6406.23,4.672413793103448,118,347,True
376d67b61dce0c990155286e7ae486a4,2018-03-01 15:29:58,2018-03-01 15:29:58,1,94.0,4.0,180,0,True
3771c85bac139d2344864ede5d9341e3,2017-05-25 16:39:50,2017-12-12 22:53:35,26,1433.3,3.566666666666667,259,201,True
377bc18334c78dd2f1535ef22a3ad225,2018-08-18 20:59:58,2018-08-18 20:59:58,1,135.98,5.0,10,0,False
3785b653b1b82de85ab47dd139938091,2017-08-24 11:34:24,2018-08-01 22:44:09,21,1611.9,4.76,27,342,False
37be5a7c751166fbc5f8ccba4119e043,2017-05-03 09:01:56,2018-05-21 10:57:22,269,55525.54,4.308510638297872,100,383,True
37dd29b36c458d82f74a953c40c43645,2017-10-08 16:50:45,2018-05-28 13:37:22,7,4536.99,4.0,93,231,True
38102b031c2a15e54623d711bfc753d3,2017-02-09 11:01:14,2018-02-14 10:32:00,8,418.0,3.9,196,369,True
381c83fdca332ea6afd896da20bf6e4a,2017-08-17 08:58:53,2018-08-14 07:04:43,46,7355.8,4.391304347826087,15,361,False
382229d1e840115ffe3dbf5ff460e417,2018-04-14 22:35:36,2018-08-20 17:34:26,45,4037.06,4.3125,8,127,False
385799a1cddbd26dfeb9157356a42282,2017-03-28 16:03:34,2017-09-09 16:16:29,4,551.9399999999999,4.833333333333333,353,165,True
38874e327ce94d11390b96eb42d61928,2016-10-08 10:31:00,2017-10-27 14:24:24,6,3779.94,4.0,306,384,True
389e45560e33d2d0747f949dcddbc08e,2018-08-16 21:58:25,2018-08-16 21:58:25,1,39.0,5.0,12,0,False
38af8acfd46ac4a7bf754e8ca6736664,2017-11-27 23:02:54,2018-02-14 11:15:39,5,345.0,4.8,196,78,True
38e679b9e0064cd94c6f035707344dae,2016-10-06 18:11:11,2018-01-30 07:15:03,27,3644.15,4.178571428571429,211,480,True
38e6dada03429a47197d5d584d793b41,2017-09-06 19:27:08,2017-10-29 11:59:16,7,596.14,3.3333333333333335,304,52,True
38f276ca6e7cc95a6d1bb55ac9e5550f,2017-11-26 18:08:38,2017-11-26 18:08:38,1,24.99,5.0,275,0,True
3903c788ded8dc03b5ebab37a2f3e9a1,2018-05-25 12:51:58,2018-08-05 14:00:06,5,119.97999999999999,4.0,24,72,False
391bbd13b6452244774beff1824006ed,2018-03-05 11:05:50,2018-03-05 11:05:50,1,63.9,1.0,177,0,True
391fc6631aebcf3004804e51b40bcf1e,2016-10-06 00:06:17,2018-08-25 20:13:35,521,40067.23,3.9563812600969306,3,688,False
392353362d22cc2c236e1ee81ff19890,2018-04-13 22:12:39,2018-08-22 21:48:00,5,288.7,4.6,6,130,False
392e0502231ae2f8b29994ef6398cd77,2017-01-09 21:40:42,2018-03-04 13:42:37,17,1572.9,4.352941176470588,178,418,True
392f7f2c797e4dc077e4311bde2ab8ce,2018-08-20 21:10:45,2018-08-21 10:10:40,2,52.0,5.0,8,0,False
3935fe5fe0f82787a9dcb8deb62be09d,2018-04-17 09:59:30,2018-08-24 16:08:33,16,1681.69,3.9411764705882355,4,129,False
3968920b9aa752ab98f7d5888c9252f2,2018-05-03 19:10:38,2018-08-06 16:19:52,8,523.3,4.1,22,94,False
3969863bb8af7f72580b3b1ffd3a17b3,2017-11-25 00:32:14,2018-08-14 16:18:52,12,623.15,4.0,14,262,False
397c4d0c005b6f41f90098ac724e28cb,2018-04-09 21:35:35,2018-08-04 14:32:55,5,8177.0,4.4,25,116,False
3985a3c45be355a4c57fde108bfabd1c,2017-01-27 00:34:10,2017-06-19 15:25:29,7,344.2,4.125,435,143,True
3986c0b54f6b748b75e7bd4e092aa3e5,2018-08-17 19:54:45,2018-08-17 19:54:45,1,24.99,5.0,11,0,False
398cb257329ef7af7f1943a8974a3cbc,2018-07-20 09:42:40,2018-07-20 09:42:40,1,145.9,5.0,40,0,False
39a5005f2605cbdb4f9ac14485cabfd1,2018-06-27 10:45:14,2018-08-04 13:18:33,3,501.07,5.0,25,38,False
39c763cca83e654764b7a4a650fb9b7c,2017-09-14 20:57:31,2018-07-27 20:36:45,11,761.0,3.8181818181818183,32,315,False
39d54ff918774174706fb065d7f9dc07,2017-11-25 17:36:18,2018-07-24 09:09:25,22,1554.69,3.9166666666666665,36,240,False
39d61be7a92eb77b7da367bd4845bc0e,2018-03-21 20:35:30,2018-08-07 14:24:03,7,700.59,4.214285714285714,22,138,False
39f776d2974049026ff531fc42ef2a3e,2018-01-12 18:17:38,2018-04-25 18:57:38,3,1084.04,4.0,125,103,True
3a1a1fec38dd360f15fc912e821e169d,2017-10-28 12:12:48,2018-05-05 16:21:56,15,2007.3799999999999,3.8666666666666667,115,189,True
3a3c180dd702a725bd0ba4117689239e,2018-05-04 20:19:38,2018-05-04 20:19:38,1,41.9,4.0,116,0,True
3a3e46d10f74d8a6ca76e2b538f106a0,2018-02-05 16:41:52,2018-05-25 22:04:28,2,299.9,4.8,95,109,True
3a4127e1ba7208ea37044c5092aae170,2018-04-19 07:58:35,2018-07-13 14:48:56,5,1842.6999999999998,4.0,47,85,False
3a490ba60afa30ece0e7d50cfe74a4f0,2017-04-12 23:50:54,2017-12-18 18:30:40,8,1529.2,4.625,253,249,True
3a52d63a8f9daf5a28f3626d7eb9bd28,2017-02-01 08:42:43,2017-02-01 08:42:43,1,35.0,1.0,574,0,True
3a734b715d333a2588a3d54a0c9b8746,2017-08-04 10:08:27,2018-01-14 20:54:13,15,2121.52,4.666666666666667,226,163,True
3a79f35a2344ede41af21267f61d5ec6,2017-11-16 13:40:29,2017-11-16 13:40:29,1,186.0,1.0,286,0,True
3aa3c89ae3cd482385568be76120f63c,2018-06-07 22:36:29,2018-06-07 22:36:29,1,29.9,4.0,82,0,False
3ab971ce71839580d2ae5b4e40fe8044,2018-06-03 17:41:43,2018-08-20 14:25:47,35,4917.0,3.810810810810811,9,77,False
3ac588cd562971392504a9e17130c40b,2018-08-17 21:08:06,2018-08-17 21:08:06,1,11.9,5.0,11,0,False
3ade81dab5a172b88e1871c28ae05260,2017-10-06 09:42:10,2018-08-25 12:54:41,28,5383.6,4.133333333333334,4,323,False
3afc536624bc2e65bddfb5db33cc01f3,2018-01-23 17:56:14,2018-06-12 10:55:06,6,312.0,3.5,78,139,False
3b15288545f8928d3e65a8f949a28291,2017-03-22 14:09:46,2018-08-13 16:57:13,101,14084.789999999999,3.884297520661157,15,509,False
3b18f9856c6eb2413eafedb58e9eecd9,2018-04-11 15:33:25,2018-04-11 15:33:25,1,315.0,5.0,139,0,True
3b872fd4747f01cc56206f2934198618,2017-11-27 16:23:47,2018-08-21 14:08:51,25,2726.7400000000002,3.888888888888889,8,266,False
3bb32fedaa74e4ad20f4ce067733bd31,2018-08-03 13:32:54,2018-08-05 20:48:32,2,103.69999999999999,4.666666666666667,23,2,False
3bb548e3cb7f70f28e3f11ee9dce0e59,2017-03-05 14:10:40,2018-08-09 12:13:17,46,7690.02,3.981132075471698,20,521,False
3bdff180c7e1f6551a643b99c265a120,2017-02-01 17:39:57,2018-04-17 16:37:44,56,3008.2,4.120689655172414,133,439,True
3be5841cdcc46de4ed3f9116f104b2c5,2017-01-24 21:16:50,2017-02-12 21:41:09,4,599.6,4.75,562,19,True
3be634553519fb6536a03e1358e9fdc7,2017-07-09 11:27:14,2018-08-27 21:36:16,80,5290.92,4.0,1,414,False
3bfba5a77604f6dfae7e6dd7aaf65821,2018-08-09 19:54:54,2018-08-21 20:50:17,4,2095.5,5.0,7,12,False
3c010235b7345c92f125d14ee232a76b,2018-07-02 13:16:53,2018-08-15 11:37:45,15,3578.0,4.666666666666667,14,43,False
3c03b12bab54d8b37d79d914bfdb1aa0,2017-12-23 22:45:28,2018-08-24 11:09:05,37,4236.34,3.813953488372093,5,243,False
3c3017960b2dbd72711a61f0400aab8f,2017-01-28 17:57:35,2017-04-05 17:01:38,9,878.9000000000001,3.888888888888889,510,66,True
3c487ae8f8d7542beff5788e2e0aea83,2017-08-09 15:42:26,2018-08-17 15:27:40,30,9385.699999999999,3.909090909090909,11,372,False
3c4e0452bff7a2a788179488d3d77032,2017-12-05 10:08:56,2018-03-23 17:33:12,32,3746.4,3.7777777777777777,158,108,True
3c7c4a49ec3c6550809089c6a2ca9370,2017-09-04 12:14:07,2018-08-18 21:48:53,139,4102.65,3.7169811320754715,10,348,False
3c88ed2e76a2247933a15daa7161eb1c,2018-02-01 21:45:16,2018-02-01 21:45:16,1,155.0,5.0,208,0,True
3ca08eeb8d5595949fed424bd3677742,2017-05-11 16:20:58,2018-01-08 13:00:00,13,1688.88,4.6923076923076925,233,241,True
3cfa1358a6caa965278721344c8d76f2,2018-04-18 13:37:54,2018-06-13 21:59:30,5,3140.2799999999997,4.8,76,56,False
3d01d1c414c44b5943a09619ff3853cb,2017-07-05 18:43:41,2017-07-12 20:36:42,4,303.6,4.5,412,7,True
3d0cd21d41671c46f82cd11176bf7277,2017-08-08 20:26:31,2018-08-06 14:38:01,9,447.79999999999995,4.7272727272727275,23,362,False
3d2400ac620cffa23ac81bd192f7f555,2018-08-13 13:36:05,2018-08-13 13:36:05,1,105.0,5.0,16,0,False
3d2531eccfbde1d7c8db7a3a12fb267a,2018-04-24 10:19:45,2018-08-19 18:34:21,10,1999.54,3.9,9,117,False
3d290fe363c60a77498c1126fd3fb8d3,2017-03-11 21:54:43,2017-06-03 15:23:13,3,198.98,4.333333333333333,451,83,True
3d39fbf22a665714baf62fae36029e23,2017-01-14 21:28:46,2017-11-25 00:10:03,8,2504.2,4.75,277,314,True
3d3ccf2b2f8134b10dce9dd446f0e075,2018-06-20 21:14:59,2018-08-10 11:48:43,3,608.6,3.3333333333333335,19,50,False
3d4824f20035949c710eaf111f869d39,2018-06-04 19:07:48,2018-08-23 00:20:45,8,449.96999999999997,3.7777777777777777,6,79,False
3d49bfdd1b43a7fe169b3740067acc61,2018-06-30 01:23:27,2018-08-22 13:57:22,3,215.0,4.666666666666667,7,53,False
3d4b1ae7539303b5704493798893e82c,2017-12-06 20:43:07,2018-02-28 16:31:53,6,1076.0,4.666666666666667,181,83,True
3d5d0dc7073a299e31fa718ce1bc00b6,2018-06-13 15:23:50,2018-08-06 19:55:49,21,674.8,4.2727272727272725,22,54,False
3d621842b2ed28e2b474132480edac3c,2017-08-01 22:04:23,2017-11-30 20:18:51,8,873.9300000000001,4.625,271,120,True
3d62f86afa7c73be2628a3be1423f5a0,2017-12-13 21:25:36,2018-01-09 21:50:02,2,12.0,4.0,231,27,True
3d68c634a99a1ba46dbca3967a69c623,2018-07-22 15:43:14,2018-08-02 12:07:27,2,594.0,5.0,27,10,False
3d700782d7818f2c1e0d7a9e9d75fc00,2017-04-23 20:56:12,2017-07-11 14:20:11,3,149.7,3.6666666666666665,414,78,True
3d871de0142ce09b7081e2b9d1733cb1,2017-03-05 12:29:19,2018-08-26 12:28:39,1064,93456.4,4.131625441696113,3,538,False
3d8fa2f5b647373c8620330c4e077a9f,2018-04-30 14:17:06,2018-08-15 14:57:55,42,3554.73,3.8541666666666665,14,107,False
3da38366e7bd9baf6369071f782ecdf0,2018-01-04 13:37:09,2018-01-04 13:37:09,1,59.47,1.0,237,0,True
3db66a856d18a9cba7c9241fc5221c50,2017-04-20 17:15:47,2018-08-21 12:20:32,94,9618.1,4.171717171717172,8,487,False
3dbbce181edfaa4a597ec858c382d2ec,2017-04-17 10:11:29,2017-12-11 19:56:32,17,848.3,4.35,260,238,True
3dc69bf2c42f0568a5c4791ec3fd3745,2018-02-16 14:01:10,2018-02-16 14:01:10,1,150.0,3.0,194,0,True
3ded4e2d5f135cb103e5949d7263d2dd,2018-02-15 15:37:34,2018-02-15 15:37:34,1,49.9,5.0,194,0,True
3df020b72d3d44b3af9d110fa3940b65,2017-07-14 12:40:11,2018-08-19 23:12:41,55,5039.9,3.9504950495049505,9,401,False
3dfd3dc96f7f8598eca74e9ac8a2fa31,2017-11-13 12:02:55,2018-06-16 16:39:47,6,183.0,4.0,73,215,False
3e35a8bb43569389d3cebef0ce820f69,2018-04-12 19:47:40,2018-04-12 19:47:40,1,55.8,5.0,138,0,True
3e46a38ee171c503c3b4a3f23fe3bf0c,2018-06-22 13:20:40,2018-06-22 13:20:40,1,59.9,5.0,68,0,False
3e51f9cbe317bc3a88f2c76583811ee4,2018-08-14 00:22:06,2018-08-14 00:22:06,1,76.09,5.0,15,0,False
3e8bd881d92466e63ba9e3e809cd3c50,2018-02-16 17:13:02,2018-04-25 20:58:05,8,1862.38,4.222222222222222,125,68,True
3ea00e1dea2b0659dbaf654735929220,2017-02-22 16:04:36,2018-03-14 23:13:24,7,505.0,4.857142857142857,167,385,True
3ea08c48e851106d2f584349daba335f,2018-06-13 21:43:00,2018-06-13 21:43:00,1,170.0,4.0,76,0,False
3ef37b7ca6dd2b80bd8af81a62504996,2017-03-02 18:58:10,2017-09-01 16:25:37,2,700.0,4.5,361,182,True
3f0e48d209018b466fcd3bb4ccfeb520,2017-08-02 14:10:38,2018-01-21 16:56:40,9,5399.0,3.9,219,172,True
3f2af2670e104d1bcb54022274daeac5,2017-09-29 08:52:58,2018-05-19 23:15:03,6,973.6,3.5714285714285716,101,232,True
3f3486b61f45078d4f31ee5e43d8c5bb,2017-12-04 19:22:50,2018-08-17 10:48:14,39,3769.73,4.333333333333333,12,255,False
3f8034bfc6b8b4135534975d49f04c63,2017-01-18 10:42:05,2017-05-24 09:05:17,11,1273.9,3.357142857142857,462,125,True
3f84fefc07dc159b268d4a77d3e8c425,2018-05-07 10:20:46,2018-06-29 23:02:53,3,200.6,5.0,60,53,False
3f995f07c49d0d55a99d5c54957f7d81,2017-04-13 13:13:48,2018-08-20 23:06:39,43,3955.7,4.209302325581396,8,494,False
3f9be91358837bff69df67edfa3e42e8,2018-03-30 11:29:18,2018-05-12 18:04:04,7,569.7,4.428571428571429,108,43,True
3f9c56764fabca627406093dcb3ef0b4,2018-01-22 09:47:40,2018-04-24 18:02:40,7,909.3000000000001,4.714285714285714,126,92,True
3fac58ce0ad699020c7944d53c41329c,2018-05-31 13:16:15,2018-08-20 22:29:55,10,1244.95,4.5625,8,81,False
3fadb4cba4c35bce6a7eaf9872d5623a,2017-04-07 20:18:18,2017-05-31 22:12:33,3,209.5,3.2,454,54,True
3faf68a3b0af94b10bac70d86077be49,2017-02-04 22:19:45,2017-05-02 06:29:43,7,1322.93,4.571428571428571,484,86,True
3fd1e727ba94cfe122d165e176ce7967,2017-12-01 22:57:13,2018-04-04 08:20:22,35,2747.4,3.9722222222222223,147,123,True
3fe7120d6257285ac6a3ce7cb071ccec,2018-01-05 09:35:30,2018-01-10 14:04:29,2,199.98,3.5,231,5,True
3fefda3299e6dfaea3466ef346a3571a,2017-08-11 10:15:22,2017-08-11 10:15:22,1,209.0,4.0,383,0,True
4003520d80d0bad1d5623f7aa3c63cda,2017-09-26 20:50:49,2017-09-26 20:50:49,1,70.0,1.0,336,0,True
402916f742e5c740cc751493d9cf5053,2018-08-05 20:23:26,2018-08-24 09:26:31,9,1252.0,4.7,5,18,False
403aa86912527d730337ffcb0fb096ab,2017-01-30 13:13:59,2017-11-15 14:31:58,11,8959.89,3.727272727272727,287,289,True
4049512728d969bec69f84088b012416,2017-04-23 22:08:43,2018-01-31 23:46:01,7,389.84,5.0,209,283,True
404e1ba01358af4cd63f679b2c4d1fa1,2017-08-21 01:07:46,2018-08-16 12:36:06,8,373.9,5.0,13,360,False
406740ee611378a662d274c7d8c43c4a,2018-03-08 17:10:28,2018-04-13 13:04:33,8,1790.0,4.1,138,35,True
406822777a0b9eb5c50e442dd4cd3ec5,2017-10-30 16:01:24,2018-08-23 00:07:26,44,3548.09,4.282608695652174,6,296,False
4091f77d8c768fc3e81c20761471761d,2018-01-06 14:14:53,2018-08-07 09:12:17,8,1079.0,2.75,22,212,False
40d54b51e962dbe09cabbcfd33298dee,2017-07-08 14:21:09,2018-08-25 14:20:27,30,6785.56,3.903225806451613,4,412,False
40db9e9aa57f7bb151bcda6b0f9bdbb7,2018-02-09 09:48:04,2018-08-17 16:07:20,12,23168.0,2.25,11,189,False
40ec8ab6cdafbcc4f544da38c67da39a,2018-08-01 22:00:33,2018-08-10 13:24:35,2,117.8,5.0,19,8,False
411f3b52d857390502ee4e4d5ceabc2d,2018-04-09 18:48:29,2018-08-22 01:27:49,21,1804.01,4.0,7,134,False
4125d9385a25e82d2f72d3a0fd55bc3f,2018-08-01 16:28:34,2018-08-01 16:28:34,1,42.9,5.0,27,0,False
412a4720f3e9431b4afa1476a1acddbe,2017-09-10 21:12:43,2018-08-13 21:49:33,21,2058.1,4.2727272727272725,15,337,False
4170f6a9367e6b5d6401d03ce6d54569,2017-10-20 16:51:47,2017-12-20 00:40:45,4,568.78,4.2,252,60,True
417a1e6c7321084d2a0ae0d023cfad93,2018-01-31 12:13:17,2018-01-31 12:13:17,1,48.9,5.0,210,0,True
41958cbd3335433c8740300e8cd600d5,2018-06-04 19:22:19,2018-06-04 19:22:19,1,32.99,5.0,85,0,False
41ab63a91b8b264e8c8780368bf1dd5b,2017-10-05 23:06:13,2018-07-12 09:28:43,12,2571.95,4.230769230769231,48,279,False
41b14765bd56c8ad10971074380f9c0c,2018-03-20 14:33:00,2018-07-29 00:48:48,8,395.5,4.1,31,130,False
41b39e28db005d9731d9d485a83b4c38,2017-01-19 15:21:44,2018-08-20 14:19:56,187,16741.05,4.226086956521739,9,577,False
41b86b552e54e3a7009596125aa8b167,2017-03-20 18:47:14,2017-04-09 19:12:02,10,1595.3,4.363636363636363,506,20,True
41c2bad7229b0c25e6becf179ebf63ff,2017-11-27 23:23:49,2018-07-20 21:11:30,20,782.0,4.956521739130435,39,234,False
41c9d3997dd3c072c31139dc5bb5761f,2017-01-27 12:31:05,2017-03-05 14:28:33,3,998.8,4.333333333333333,542,37,True
41da412d33e8da4f22baf55cb1bde82c,2018-01-24 19:13:01,2018-06-20 08:46:31,15,862.9,4.714285714285714,70,146,False
41e0fa5761c886a630994a55c12087e7,2018-04-03 16:31:37,2018-06-14 20:24:49,5,423.6,5.0,75,72,False
4200ddf1967c5e41e48db62bc6d4b5ac,2017-08-20 19:18:04,2018-04-18 14:22:18,22,734.8,3.9523809523809526,133,240,True
4221a7df464f1fe2955934e30ff3a5a1,2018-06-27 20:35:02,2018-08-13 12:29:00,5,849.5,4.8,16,46,False
422be4cc81a457fdb46f47edeb968ae5,2017-01-26 16:20:32,2017-01-26 16:20:32,1,239.9,5.0,579,0,True
427165bf50f8ca07efc7bdc2bfcf1688,2018-04-05 22:19:06,2018-04-26 18:02:59,5,1603.5,3.2,124,20,True
42b6488f5b8246d9141712abd4b1b693,2018-04-12 20:51:03,2018-08-14 19:10:40,2,247.99,4.0,14,123,False
42b729f859728f5079499127a9c2ef37,2018-01-09 22:55:44,2018-08-23 13:23:25,103,4096.96,4.343511450381679,6,225,False
42bde9fef835393bb8a8849cb6b7f245,2017-07-06 20:25:32,2018-08-19 18:19:11,34,7574.0,4.282051282051282,9,408,False
42d4b7e70819438f5ada61c965e92d7e,2018-03-20 14:07:40,2018-03-20 14:07:40,1,49.6,1.0,162,0,True
42ef3192a9ff87a22d1867b74b3ee205,2018-01-02 22:14:43,2018-08-02 19:25:36,23,1354.0900000000001,4.6521739130434785,26,211,False
42fa4ee7240e9b8eb4576358ec142ba7,2018-02-04 10:58:23,2018-07-09 11:28:58,22,3845.7,4.7272727272727275,51,155,False
42fb44130ac3134cde8e35cf8ec7df25,2017-03-22 11:40:21,2017-03-23 16:19:43,2,43.8,5.0,523,1,True
430315b7bb4b6e4b3c978f9dfa9b0558,2018-01-09 23:49:14,2018-08-06 10:23:00,19,2864.4,4.0,23,208,False
4305fe92735c8a43d154ff6dd2b8d927,2017-07-26 17:16:18,2018-08-25 20:26:35,17,2606.1,4.105263157894737,3,395,False
431050a06a317f2b38168dec3dcd2b46,2018-04-28 23:02:40,2018-07-31 14:01:47,10,1370.0,4.5,29,93,False
431af27f296bc6519d890aa5a05fdb11,2017-04-26 18:11:15,2018-07-31 18:46:13,116,13014.5,3.784,28,461,False
4324dd16853115efb0fd9d0d131ba6f4,2017-05-31 08:51:45,2018-03-06 11:51:44,12,1052.25,4.277777777777778,176,279,True
432c37c9dfba871172ec162e20118b8c,2017-03-02 14:06:01,2018-04-12 22:26:18,44,2679.87,4.290909090909091,138,406,True
432c67955c0acd1fd6b0b5d678766a71,2016-10-08 18:39:08,2016-10-08 18:39:08,1,389.0,5.0,689,0,True
43402bdf22aa2310e8f99e2f94f78628,2018-05-14 18:13:58,2018-06-28 00:15:39,4,649.95,2.8,62,44,False
4342d4b2ba6b161468c63a7e7cfce593,2018-05-19 23:44:09,2018-07-25 11:21:39,2,528.9,1.0,35,66,False
436bf27f2f18474fc6047702e9f8a866,2017-01-18 12:51:23,2017-01-18 12:51:23,1,29.9,5.0,588,0,True
4371b634e0efc0e22b09b52907d9d469,2017-06-16 13:58:31,2018-08-13 18:15:19,101,8168.0,4.405405405405405,15,423,False
43753b27d77860f1654aa72e251a7878,2017-09-08 12:12:48,2017-09-08 12:12:48,1,23.9,5.0,355,0,True
4391ea5c5990502176a1dcda44a2373d,2017-10-15 19:48:23,2018-05-16 10:02:45,3,2349.0,4.8,105,212,True
439a47cc365d6e3bd526812ea9de3c29,2017-08-21 15:37:43,2018-07-05 01:16:37,8,1186.5,4.0,55,317,False
43a1d4bab73b816e44ef4e4facd9f9b5,2017-02-20 16:17:04,2017-02-20 16:17:04,1,189.9,4.0,554,0,True
43a5d4a57af536fddc96d08be3afdfcb,2017-06-14 20:17:04,2017-06-14 20:17:04,1,75.0,1.0,440,0,True
43b2c864251aa0ce4030c746984e088a,2018-07-28 15:35:20,2018-08-23 12:49:42,2,94.8,3.0,6,25,False
43f8c9950d11ecd03a0304a49e010da6,2017-07-27 10:31:56,2018-05-29 19:22:17,41,4249.59,4.560975609756097,91,306,True
44073f8b7e41514de3b7815dd0237f4f,2017-02-22 23:49:42,2018-08-08 18:12:16,142,18380.64,3.7417218543046356,20,531,False
440dd6ab244315c632130ecfb63827b1,2016-10-04 13:16:57,2018-08-04 14:55:00,91,13089.0,3.891304347826087,25,669,False
443d880f15cbd3572885e1d44bf2c478,2017-07-21 09:28:29,2017-07-21 09:28:29,1,94.8,2.0,404,0,True
4450bd8327d471c4a11a83d1445b1b62,2017-04-11 06:33:17,2017-04-11 06:33:17,1,199.0,5.0,505,0,True
446cc09cdbb130904da114e807dbec40,2018-03-06 12:22:00,2018-06-04 00:18:20,3,252.8,4.666666666666667,86,89,False
44717f64ec2a457979cf83c429077666,2018-08-01 00:48:09,2018-08-18 22:35:00,2,107.0,5.0,10,17,False
447d377bdb757058acb569025ee18a93,2018-02-02 18:46:41,2018-02-02 18:46:41,1,64.99,5.0,207,0,True
44ed138eca6214d572ce1d813fb0049b,2018-08-08 00:43:30,2018-08-21 09:31:11,2,129.79,4.666666666666667,8,13,False
44f091b5abab8018f682fce8124b85e5,2017-09-11 07:12:41,2017-11-13 11:16:06,3,354.4,3.6666666666666665,289,63,True
45213867cefbf2cd4c6177e10216a951,2017-01-27 18:16:50,2017-10-11 11:41:40,14,4955.42,3.857142857142857,322,256,True
4559697a8f7e637227c2eeaed843baff,2017-02-14 16:20:34,2018-06-27 12:45:26,39,3626.1000000000004,4.219512195121951,63,497,False
455befea1bb853c75ccbca94cff26e5c,2018-06-07 08:36:30,2018-06-07 08:36:30,1,19.99,3.0,83,0,False
455c5640e8c5bd1b2ee85c0158f85727,2018-02-15 13:43:21,2018-05-14 23:49:10,8,6729.5,4.5,106,88,True
455f46ef09a9e45667e2981df84b5cc2,2018-08-07 21:26:48,2018-08-07 21:26:48,1,29.9,4.0,21,0,False
